title,type,number_of_episodes,genres,popularity,actress,SumOfTime,Dates,TMBDid,Release Date
Shaun the Sheep,series,,"['Animation', 'Comedy', 'Kids', 'Family']",,['Justin Fletcher'],,,3902.0,2007-03-05
Avatar,series,,"['Animation', 'Action & Adventure', 'Comedy']",,"['Zhang Jie', 'Ching Ip', 'Xinzhu Tong', 'Qiao Shiyu', 'Xin Teng', 'Xia Lei', 'Wei Chao', 'Jin Xian', 'Su Shangqing', 'Baomu Zhongyang']",,,71194.0,2017-04-07
Stranger Things,series,,"['Drama', 'Sci-Fi & Fantasy', 'Mystery']",,"['Millie Bobby Brown', 'Winona Ryder', 'David Harbour', 'Finn Wolfhard', 'Gaten Matarazzo', 'Caleb McLaughlin', 'Noah Schnapp', 'Sadie Sink', 'Natalia Dyer', 'Charlie Heaton']",,,66732.0,2016-07-15
Inazuma Eleven,series,,"['Animation', 'Sci-Fi & Fantasy']",,[],,,42912.0,2008-10-05
Peaky Blinders,series,,"['Drama', 'Crime']",,"['Cillian Murphy', 'Paul Anderson', 'Sophie Rundle', ""Natasha O'Keeffe""]",,,60574.0,2013-09-12
Violet Evergarden,series,,"['Animation', 'Sci-Fi & Fantasy', 'Drama']",,"['Yui Ishikawa', 'Daisuke Namikawa', 'Aya Endo', 'Haruka Tomatsu', 'Koki Uchiyama', 'Minori Chihara', 'Takehito Koyasu']",,,75214.0,2018-01-11
The Good Doctor,series,,['Drama'],,"['Freddie Highmore', 'Fiona Gubelmann', 'Will Yun Lee', 'Christina Chang', 'Paige Spara', 'Bria Samoné Henderson', 'Noah Galvin', 'Hill Harper', 'Richard Schiff']",,,71712.0,2017-09-25
Ranczo,series,,['Comedy'],,"['Franciszek Pieczka', 'Bartek Kasprzykowski', 'Ilona Ostrowska', 'Paweł Królikowski', 'Cezary Żak', 'Piotr Pręgowski', 'Marta Lipińska', 'Bogdan Kalus', 'Sylwester Maciejewski', 'Violetta Arlak']",,,33587.0,2006-03-05
Control Z,series,,['Drama'],,"['Ana Valeria Becerril', 'Michael Ronda', 'Yankel Stevan', 'Macarena García', 'Fiona Palomo', 'Andrés Baida', 'Patricio Gallardo', 'Xabiani Ponce de León', 'Patricia Maqueo']",,,102903.0,2020-05-22
The Legend of Korra,series,,"['Action & Adventure', 'Animation', 'Drama', 'Family', 'Sci-Fi & Fantasy']",,"['Janet Varney', 'David Faustino', 'P.J. Byrne', 'Seychelle Gabriel', 'J.K. Simmons', 'Maria Bamford', 'Kiernan Shipka', 'Darcy Rose Byrnes', 'Logan Wells', 'Dee Bradley Baker']",,,33880.0,2012-04-14
Penguins of Madagascar,series,,"['Animation', 'Comedy']",,"['Nicole Sullivan', 'Tom McGrath', 'John DiMaggio', 'Danny Jacobs', 'Andy Richter', 'Jeff Bennett', 'James Patrick Stuart']",,,7869.0,2008-11-28
Russian Doll,series,,"['Comedy', 'Drama']",,"['Natasha Lyonne', 'Charlie Barnett', 'Greta Lee', 'Chloë Sevigny', 'Elizabeth Ashley']",,,84977.0,2019-02-01
Skins,series,,"['Drama', 'Comedy']",,[],,,900.0,2007-01-25
How to Get Away With Murder,series,,"['Crime', 'Drama', 'Mystery']",,"['Viola Davis', 'Billy Brown', 'Jack Falahee', 'Rome Flynn', 'Aja Naomi King', 'Matt McGorry', 'Conrad Ricamora', 'Amirah Vann', 'Charlie Weber', 'Liza Weil']",,,61056.0,2014-09-25
Riverdale,series,,"['Crime', 'Drama', 'Mystery']",,"['K.J. Apa', 'Lili Reinhart', 'Camila Mendes', 'Cole Sprouse', 'Madelaine Petsch', 'Casey Cott', 'Charles Melton', 'Vanessa Morgan', 'Erinn Westbrook', 'Drew Ray Tanner']",,,69050.0,2017-01-26
Keeping Up with the Kardashians,series,,['Reality'],,"['Kris Jenner', 'Kourtney Kardashian', 'Kim Kardashian', 'Khloé Kardashian', 'Kendall Jenner', 'Kylie Jenner', 'Scott Disick', 'Tristan Thompson', 'Corey Gamble']",,,14814.0,2007-10-14
Greenhouse Academy,series,,['Drama'],,"['Ariel Mortman', 'Finn Roberts', ""Christopher O'Neal"", 'Dallas Hart', 'Cinthya Carmona', 'Benjamin Papac', 'B.J. Mitchell', 'Parker Stevenson']",,,73602.0,2017-09-08
Travelers,series,,"['Drama', 'Sci-Fi & Fantasy']",,"['Eric McCormack', 'MacKenzie Porter', 'Nesta Cooper', 'Jared Abrahamson', 'Reilly Dolman', 'Patrick Gilmore']",,,67683.0,2016-10-17
Dirty Lines,series,,['Drama'],,"['Charlie Dagelet', 'Benja Bruijning', 'Laura Bakker', 'Pip Lieke Lucas', 'Abbey Hoes', 'Joes Brauers', 'Julia Akkermans', 'André Dongelmans', 'Minne Koole', 'Nick Golterman']",,,105306.0,2022-04-08
Biohackers,series,,"['Drama', 'Sci-Fi & Fantasy', 'Action & Adventure', 'Mystery']",,"['Luna Wedler', 'Jessica Schwarz', 'Adrian Julius Tillmann', 'Thomas Prenn', 'Jing Xiang', 'Caro Cult', 'Sebastian Jakob Doppelbauer']",,,100074.0,2020-08-20
Trinkets,series,,['Drama'],,"['Brianna Hildebrand', 'Kiana Madeira', 'Quintessa Swindell', 'Kat Cunning', 'Brandon Butler', 'Odiseas Georgiadis', 'Larry Sullivan', 'Linden Ashby', 'Henry Zaga']",,,89852.0,2019-06-14
Brand New Cherry Flavor,series,,"['Drama', 'Mystery', 'Sci-Fi & Fantasy']",,"['Rosa Salazar', 'Catherine Keener', 'Eric Lange', 'Jeff Ward', 'Manny Jacinto', 'Daniel Doheny', 'Mark Acheson', 'Hannah Levien']",,,129418.0,2021-08-13
